artist,convertedManaCost,loyalty,manaCost,name,power,prices/paper/2019-07-14,rarity,text,toughness,type,,
Filip Burburan,4,,{2}{G}{G},Nullhide Ferox,6,3,mythic,"Hexproof
You can't cast noncreature spells.
{2}: Nullhide Ferox loses all abilities until end of turn. Any player may activate this ability.
If a spell or ability an opponent controls causes you to discard Nullhide Ferox, put it onto the battlefield instead of putting it into your graveyard.",6,Creature — Beast,,
Filip Burburan,7,,{5}{G}{G},Siege Wurm,5,0.15,common,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)",5,Creature — Wurm,,
Filip Burburan,3,,{2}{R},Lightning-Rig Crew,0,0.25,uncommon,"{T}: Lightning-Rig Crew deals 1 damage to each opponent.
Whenever you cast a Pirate spell, untap Lightning-Rig Crew.",5,Creature — Goblin Pirate,,
Filip Burburan,2,,{1}{R},Makeshift Munitions,,0.24,uncommon,"{1}, Sacrifice an artifact or creature: Makeshift Munitions deals 1 damage to any target.",,Enchantment,,
Filip Burburan,5,,{4}{W},Sunrise Seeker,3,0.15,common,"Vigilance
When Sunrise Seeker enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",3,Creature — Human Scout,,
Filip Burburan,6,,{3}{G}{G}{G},Aggressive Mammoth,8,1,rare,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Other creatures you control have trample.",8,Creature — Elephant,,
Filip Burburan,4,,{3}{B},Blood Divination,,0.25,uncommon,"As an additional cost to cast this spell, sacrifice a creature.
Draw three cards.",,Sorcery,,
Filip Burburan,2,,{1}{R},Goblin Instigator,1,0.31,common,"When Goblin Instigator enters the battlefield, create a 1/1 red Goblin creature token.",1,Creature — Goblin Rogue,,
Filip Burburan,4,,{2}{R}{G},Frenzied Arynx,3,0.15,common,"Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.)
Trample
{4}{R}{G}: Frenzied Arynx gets +3/+0 until end of turn.",3,Creature — Cat Beast,,
Filip Burburan,4,,{3}{W},Majestic Heliopterus,"Flying
Whenever Majestic Heliopterus attacks, another target Dinosaur you control gains flying until end of turn.",Creature — Dinosaur,2,0.25,uncommon,"Flying
Whenever Majestic Heliopterus attacks, another target Dinosaur you control gains flying until end of turn.",2,Creature — Dinosaur
Filip Burburan,2,,{1}{G},Plummet,Destroy target creature with flying.,Instant,,0.15,common,Destroy target creature with flying.,,Instant
Filip Burburan,2,,{G}{W},Siegehorn Ceratops,"Enrage — Whenever Siegehorn Ceratops is dealt damage, put two +1/+1 counters on it. (It must survive the damage to get the counters.)",Creature — Dinosaur,2,0.5,rare,"Enrage — Whenever Siegehorn Ceratops is dealt damage, put two +1/+1 counters on it. (It must survive the damage to get the counters.)",2,Creature — Dinosaur
Florian de Gesincourt,2,,{1}{G},Nature's Spiral,,0.24,uncommon,Return target permanent card from your graveyard to your hand.,,Sorcery,,
Florian de Gesincourt,2,,,Lost Vale,,0.86,rare,"(Transforms from Dowsing Dagger.)
{T}: Add three mana of any one color.",,Land,,
Florian de Gesincourt,2,,{2},Dowsing Dagger,,0.86,rare,"When Dowsing Dagger enters the battlefield, target opponent creates two 0/2 green Plant creature tokens with defender.
Equipped creature gets +2/+1.
Whenever equipped creature deals combat damage to a player, you may transform Dowsing Dagger.
Equip {2}",,Artifact — Equipment,,
Franz Vohwinkel,4,,{3}{U},Time of Ice,,0.25,uncommon,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Tap target creature an opponent controls. It doesn't untap during its controller's untap step for as long as you control Time of Ice.
III — Return all tapped creatures to their owners' hands.",,Enchantment — Saga,,
Gabor Szikszai,2,,{R}{W},Boros Challenger,2,0.23,uncommon,"Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
{2}{R}{W}: Boros Challenger gets +1/+1 until end of turn.",3,Creature — Human Soldier,,
Gabor Szikszai,5,,{3}{R}{W},Garrison Sergeant,3,0.14,common,Garrison Sergeant has double strike as long as you control a Gate.,3,Creature — Viashino Soldier,,
Gabor Szikszai,4,,{2}{G}{G},Grazing Whiptail,3,0.16,common,Reach,4,Creature — Dinosaur,,
Gabor Szikszai,1,,{W},Sheltering Light,,0.83,uncommon,"Target creature gains indestructible until end of turn. Scry 1. (Damage and effects that say ""destroy"" don't destroy the creature.)",,Instant,,
Gabor Szikszai,1,,{W},Vampire's Zeal,,0.15,common,"Target creature gets +2/+2 until end of turn. If it's a Vampire, it gains first strike until end of turn.",,Instant,,
Gabor Szikszai,6,,{4}{W}{U},Azorius Skyguard,3,0.23,uncommon,"Flying, first strike
Creatures your opponents control get -1/-0.",3,Creature — Human Knight,,
Gabor Szikszai,4,,{3}{W},Civic Stalwart,3,0.14,common,"When Civic Stalwart enters the battlefield, creatures you control get +1/+1 until end of turn.",3,Creature — Elephant Soldier,,
Gabor Szikszai,1,,{R},Mutiny,Target creature an opponent controls deals damage equal to its power to another target creature that player controls.,Sorcery,,0.15,common,Target creature an opponent controls deals damage equal to its power to another target creature that player controls.,,Sorcery
G-host Lee,3,,{B}{B}{B},Dread Shade,3,0.48,rare,{B}: Dread Shade gets +1/+1 until end of turn.,3,Creature — Shade,,
G-host Lee,1,,{G},Prey Upon,,0.15,common,Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.),,Sorcery,,
G-host Lee,3,,{1}{B}{B},Plague Mare,2,0.25,uncommon,"Plague Mare can't be blocked by white creatures.
When Plague Mare enters the battlefield, creatures your opponents control get -1/-1 until end of turn.",2,Creature — Nightmare Horse,,
G-host Lee,3,,{1}{W}{U},Deputy of Detention,1,3.78,rare,"When Deputy of Detention enters the battlefield, exile target nonland permanent an opponent controls and all other nonland permanents that player controls with the same name as that permanent until Deputy of Detention leaves the battlefield.",3,Creature — Vedalken Wizard,,
G-host Lee,2,,{W}{U},Senate Guildmage,2,0.23,uncommon,"{W}, {T}: You gain 2 life.
{U}, {T}: Draw a card, then discard a card.",2,Creature — Human Wizard,,
G-host Lee,3,,{1}{U}{R},Storm Fleet Sprinter,"Haste
Storm Fleet Sprinter can't be blocked.",Creature — Human Pirate,2,0.25,uncommon,"Haste
Storm Fleet Sprinter can't be blocked.",2,Creature — Human Pirate
Greg Opalinski,3,,{1}{W}{U},"Niambi, Faithful Healer",2,0.48,rare,"When Niambi, Faithful Healer enters the battlefield, you may search your library and/or graveyard for a card named Teferi, Timebender, reveal it, and put it into your hand. If you search your library this way, shuffle it.",2,Legendary Creature — Human Cleric,,
Greg Opalinski,5,,{3}{U}{B},Deadeye Plunderers,3,0.25,uncommon,"Deadeye Plunderers gets +1/+1 for each artifact you control.
{2}{U}{B}: Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",3,Creature — Human Pirate,,
Greg Opalinski,4,,{3}{W},Steadfast Armasaur,2,0.25,uncommon,"Vigilance
{1}{W}, {T}: Steadfast Armasaur deals damage equal to its toughness to target creature blocking or blocked by it.",3,Creature — Dinosaur,,
Greg Opalinski,2,,{1}{G},Dryad Greenseeker,1,0.25,uncommon,"{T}: Look at the top card of your library. If it's a land card, you may reveal it and put it into your hand.",3,Creature — Dryad,,
Greg Opalinski,2,,{1}{R},Kargan Dragonrider,2,0.2,common,"As long as you control a Dragon, Kargan Dragonrider has flying. (It can't be blocked except by creatures with flying or reach.)",2,Creature — Human Warrior,,
Greg Opalinski,2,,{1}{U},Kitesail Corsair,Kitesail Corsair has flying as long as it's attacking.,Creature — Human Pirate,2,0.15,common,Kitesail Corsair has flying as long as it's attacking.,1,Creature — Human Pirate
Greg Opalinski,2,,{1}{B},Oathsworn Vampire,"Oathsworn Vampire enters the battlefield tapped.
You may cast Oathsworn Vampire from your graveyard if you gained life this turn.",Creature — Vampire Knight,2,0.25,uncommon,"Oathsworn Vampire enters the battlefield tapped.
You may cast Oathsworn Vampire from your graveyard if you gained life this turn.",2,Creature — Vampire Knight
Greg Staples,3,,{1}{U}{R},Wee Dragonauts,1,0.21,uncommon,"Flying
Whenever you cast an instant or sorcery spell, Wee Dragonauts gets +2/+0 until end of turn.",3,Creature — Faerie Wizard,,
Greg Staples,2,,{1}{W},Martyr of Dusk,"When Martyr of Dusk dies, create a 1/1 white Vampire creature token with lifelink.",Creature — Vampire Soldier,2,0.19,common,"When Martyr of Dusk dies, create a 1/1 white Vampire creature token with lifelink.",1,Creature — Vampire Soldier
Grzegorz Rutkowski,4,,{2}{W}{B},"Aryel, Knight of Windgrace",4,0.39,rare,"Vigilance
{2}{W}, {T}: Create a 2/2 white Knight creature token with vigilance.
{B}, {T}, Tap X untapped Knights you control: Destroy target creature with power X or less.",4,Legendary Creature — Human Knight,,
Grzegorz Rutkowski,7,,{4}{B}{R}{G},Darigaaz Reincarnated,7,0.76,mythic,"Flying, trample, haste
If Darigaaz Reincarnated would die, instead exile it with three egg counters on it.
At the beginning of your upkeep, if Darigaaz is exiled with an egg counter on it, remove an egg counter from it. Then if Darigaaz has no egg counters on it, return it to the battlefield.",7,Legendary Creature — Dragon,,
Grzegorz Rutkowski,4,,{3}{G},Gaea's Protector,4,0.15,common,Gaea's Protector must be blocked if able.,2,Creature — Elemental Warrior,,
Grzegorz Rutkowski,3,,{3},Howling Golem,2,0.23,uncommon,"Whenever Howling Golem attacks or blocks, each player draws a card.",3,Artifact Creature — Golem,,
Grzegorz Rutkowski,1,,{R},Shivan Fire,,0.15,common,"Kicker {4} (You may pay an additional {4} as you cast this spell.)
Shivan Fire deals 2 damage to target creature. If this spell was kicked, it deals 4 damage to that creature instead.",,Instant,,
Grzegorz Rutkowski,8,,{6}{U}{U},"Slinn Voda, the Rising Deep",8,0.25,uncommon,"Kicker {1}{U} (You may pay an additional {1}{U} as you cast this spell.)
When Slinn Voda, the Rising Deep enters the battlefield, if it was kicked, return all creatures to their owners' hands except for Merfolk, Krakens, Leviathans, Octopuses, and Serpents.",8,Legendary Creature — Leviathan,,
Grzegorz Rutkowski,3,,{2}{R},Wizard's Lightning,,0.49,uncommon,"This spell costs {2} less to cast if you control a Wizard.
Wizard's Lightning deals 3 damage to any target.",,Instant,,
Grzegorz Rutkowski,3,,{1}{U}{U},Wizard's Retort,,0.6,uncommon,"This spell costs {1} less to cast if you control a Wizard.
Counter target spell.",,Instant,,
Grzegorz Rutkowski,2,,{1}{U},Enhanced Surveillance,,0.24,uncommon,"You may look at an additional two cards each time you surveil.
Exile Enhanced Surveillance: Shuffle your graveyard into your library.",,Enchantment,,
Grzegorz Rutkowski,2,,{U}{R},Firemind's Research,,0.4,rare,"Whenever you cast an instant or sorcery spell, put a charge counter on Firemind's Research.
{1}{U}, Remove two charge counters from Firemind's Research: Draw a card.
{1}{R}, Remove five charge counters from Firemind's Research: It deals 5 damage to any target.",,Enchantment,,
Grzegorz Rutkowski,3,,{2}{R},Precision Bolt,,0.23,common,Precision Bolt deals 3 damage to any target.,,Sorcery,,
Grzegorz Rutkowski,3,,,"Itlimoc, Cradle of the Sun",,7.52,rare,"(Transforms from Growing Rites of Itlimoc.)
{T}: Add {G}.
{T}: Add {G} for each creature you control.",,Legendary Land,,
Grzegorz Rutkowski,3,,{2}{G},Growing Rites of Itlimoc,,7.52,rare,"When Growing Rites of Itlimoc enters the battlefield, look at the top four cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
At the beginning of your end step, if you control four or more creatures, transform Growing Rites of Itlimoc.",,Legendary Enchantment,,
Grzegorz Rutkowski,0,,,Rootbound Crag,,4.17,rare,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
{T}: Add {R} or {G}.",,Land,,
Grzegorz Rutkowski,2,,{1}{W},Remorseful Cleric,2,0.75,rare,"Flying
Sacrifice Remorseful Cleric: Exile all cards from target player's graveyard.",1,Creature — Spirit Cleric,,
Grzegorz Rutkowski,3,3,{1}{R}{R},"Sarkhan, Fireblood",,6.65,mythic,"[+1]: You may discard a card. If you do, draw a card.
[+1]: Add two mana in any combination of colors. Spend this mana only to cast Dragon spells.
[−7]: Create four 5/5 red Dragon creature tokens with flying.",,Legendary Planeswalker — Sarkhan,,
Grzegorz Rutkowski,1,,{B},Gutterbones,2,1.29,rare,"Gutterbones enters the battlefield tapped.
{1}{B}: Return Gutterbones from your graveyard to your hand. Activate this ability only during your turn and only if an opponent lost life this turn.",1,Creature — Skeleton Warrior,,
Grzegorz Rutkowski,4,,{3}{U},Skatewing Spy,2,0.24,uncommon,"{5}{U}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)
Each creature you control with a +1/+1 counter on it has flying.",3,Creature — Vedalken Rogue Mutant,,
Grzegorz Rutkowski,6,,{5}{W},Watchful Giant,3,0.14,common,"When Watchful Giant enters the battlefield, create a 1/1 white Human creature token.",6,Creature — Giant Soldier,,
Grzegorz Rutkowski,7,,{6}{R},Brass's Bounty,"For each land you control, create a colorless Treasure artifact token with ""{T}, Sacrifice this artifact: Add one mana of any color to your mana pool.""",Sorcery,,0.46,rare,"For each land you control, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",,Sorcery
Grzegorz Rutkowski,4,,{3}{U},Crafty Cutpurse,"Flash
When Crafty Cutpurse enters the battlefield, each token that would be created under an opponent's control this turn is created under your control instead.",Creature — Human Pirate,2,0.38,rare,"Flash
When Crafty Cutpurse enters the battlefield, each token that would be created under an opponent's control this turn is created under your control instead.",2,Creature — Human Pirate
Grzegorz Rutkowski,6,5,{4}{B}{B},"Vraska, Scheming Gorgon","+2: Creatures you control get +1/+0 until end of turn.
−3: Destroy target creature.
−10: Until end of turn, creatures you control gain deathtouch and ""Whenever this creature deals damage to an opponent, that player loses the game.""",Legendary Planeswalker — Vraska,,,mythic,"[+2]: Creatures you control get +1/+0 until end of turn.
[−3]: Destroy target creature.
[−10]: Until end of turn, creatures you control gain deathtouch and ""Whenever this creature deals damage to an opponent, that player loses the game.""",,Legendary Planeswalker — Vraska
Heonhwa Choe,2,,{1}{R},Maniacal Rage,,0.15,common,"Enchant creature
Enchanted creature gets +2/+2 and can't block.",,Enchantment — Aura,,
